date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:10:57	132419/132419	---MC-	200	added ('OK')	application/rss+xml	etag:%22a8eb89bc1d0d405c45d26e2fbb373ab0%22	https://i999bet.net/feed/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/feed/index.html	(from https://i999bet.net/)
20:11:07	52685/52685	---MC-	200	added ('OK')	application/json	date:Mon,%2016%20May%202022%2013:11:09%20GMT	https://i999bet.net/wp-json/wp/v2/pages/20	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-json/wp/v2/pages/20.json	(from https://i999bet.net/)
20:11:08	780/780	---MC-	200	added ('OK')	text/xml	date:Mon,%2016%20May%202022%2013:11:10%20GMT	https://i999bet.net/xmlrpc.php?rsd	C:/Users/vivan/Desktop/projecttrue/i999bet.net/xmlrpc0db0.php	(from https://i999bet.net/)
20:11:09	1045/1045	---M--	200	added ('OK')	text/xml	etag:%2252a8c1b7-415%22	https://i999bet.net/wp-includes/wlwmanifest.xml	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-includes/wlwmanifest.xml	(from https://i999bet.net/)
20:11:09	1231221/1231221	---MC-	200	added ('OK')	application/json	date:Mon,%2016%20May%202022%2013:11:08%20GMT	https://i999bet.net/wp-json/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-json/index.html	(from https://i999bet.net/)
20:11:09	16958/16958	---M--	200	added ('OK')	image/x-icon	etag:%22627d6255-423e%22	https://i999bet.net/wp-content/uploads/2022/05/i999-1.ico	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/05/i999-1.ico	(from https://i999bet.net/)
20:11:11	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:11:11%20GMT	http://i999bet.net/wp-content/uploads/2022/05/logo-2.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/05/logo-2.b.delayed	(from https://i999bet.net/)
20:11:11	8571/8571	---M--	200	added ('OK')	image/png	etag:%22627d627c-217b%22	https://i999bet.net/wp-content/uploads/2022/05/logo-2.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/05/logo-2.png	(from https://i999bet.net/)
20:11:12	94119/94119	---M--	200	added ('OK')	image/jpeg	etag:%2262114c45-16fa7%22	https://i999bet.net/wp-content/uploads/2022/02/270e88cc-85fe-4571-bd11-5260de464069-1024x352.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/270e88cc-85fe-4571-bd11-5260de464069-1024x352.jpg	(from https://i999bet.net/)
20:11:12	104978/104978	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2021:10:24%20GMT	https://i999bet.net/dang-ky/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/dang-ky/index.html	(from https://i999bet.net/)
20:11:13	94516/94516	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20May%202022%2003:26:20%20GMT	https://i999bet.net/rut-tien/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/rut-tien/index.html	(from https://i999bet.net/)
20:11:13	105799/105799	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2021:11:35%20GMT	https://i999bet.net/dang-ky/tai-app-i999/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/dang-ky/tai-app-i999/index.html	(from https://i999bet.net/)
20:11:13	86377/86377	---M--	200	added ('OK')	image/jpeg	etag:%2262114cbe-15169%22	https://i999bet.net/wp-content/uploads/2022/02/9c1ebe79-44c8-4f7f-b6fa-a658884e6f74-1024x352.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/9c1ebe79-44c8-4f7f-b6fa-a658884e6f74-1024x352.jpg	(from https://i999bet.net/)
20:11:13	100119/100119	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2021:10:13%20GMT	https://i999bet.net/nap-tien/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/nap-tien/index.html	(from https://i999bet.net/)
20:11:14	106555/106555	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20May%202022%2004:21:52%20GMT	https://i999bet.net/xo-so/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/xo-so/index.html	(from https://i999bet.net/)
20:11:14	105448/105448	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20May%202022%2004:21:52%20GMT	https://i999bet.net/the-thao/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/the-thao/index.html	(from https://i999bet.net/)
20:11:14	101304/101304	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20May%202022%2005:48:29%20GMT	https://i999bet.net/i999-casino/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/i999-casino/index.html	(from https://i999bet.net/)
20:11:14	65980/65980	---M--	200	added ('OK')	image/jpeg	etag:%2262114d00-101bc%22	https://i999bet.net/wp-content/uploads/2022/02/f0d30521-ff3b-442a-9273-a8c332720398-1024x352.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/f0d30521-ff3b-442a-9273-a8c332720398-1024x352.jpg	(from https://i999bet.net/)
20:11:15	116785/116785	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20May%202022%2022:50:07%20GMT	https://i999bet.net/i999-casino/baccarat/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/i999-casino/baccarat/index.html	(from https://i999bet.net/)
20:11:15	68166/68166	---M--	200	added ('OK')	image/jpeg	etag:%22621150ac-10a46%22	https://i999bet.net/wp-content/uploads/2022/02/b2800902-fddb-4d02-9b5b-8597498634eb-1024x352.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/b2800902-fddb-4d02-9b5b-8597498634eb-1024x352.jpg	(from https://i999bet.net/)
20:11:15	103527/103527	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20May%202022%2019:40:17%20GMT	https://i999bet.net/i999-casino/blackjack/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/i999-casino/blackjack/index.html	(from https://i999bet.net/)
20:11:16	105787/105787	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20May%202022%2000:41:50%20GMT	https://i999bet.net/i999-casino/keno/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/i999-casino/keno/index.html	(from https://i999bet.net/)
20:11:20	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:11:18%20GMT	http://i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221051625-300x159.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221051625-300x159.13.delayed	(from https://i999bet.net/)
20:11:20	634887/634887	---M--	200	added ('OK')	image/png	etag:%2262115055-9b007%22	https://i999bet.net/wp-content/uploads/2022/02/d4c58bf1-ce40-40b0-82d0-8e9c49371f21-1024x352.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/d4c58bf1-ce40-40b0-82d0-8e9c49371f21-1024x352.png	(from https://i999bet.net/)
20:11:20	99349/99349	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2021:10:18%20GMT	https://i999bet.net/i999-casino/slots-game/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/i999-casino/slots-game/index.html	(from https://i999bet.net/)
20:11:20	104204/104204	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2021:10:35%20GMT	https://i999bet.net/i999-casino/poker/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/i999-casino/poker/index.html	(from https://i999bet.net/)
20:11:21	111002/111002	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20May%202022%2020:48:33%20GMT	https://i999bet.net/category/tin-tuc/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/category/tin-tuc/index.html	(from https://i999bet.net/)
20:11:21	108814/108814	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20May%202022%2004:21:57%20GMT	https://i999bet.net/gioi-thieu/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/gioi-thieu/index.html	(from https://i999bet.net/)
20:11:21	134588/134588	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Jan%202022%2001:25:55%20GMT	https://dubai86.com/wp-content/uploads/2022/01/dubai-palace-2_result.jpg	C:/Users/vivan/Desktop/projecttrue/dubai86.com/wp-content/uploads/2022/01/dubai-palace-2_result.jpg	(from https://i999bet.net/)
20:11:21	105542/105542	---M--	200	added ('OK')	image/png	etag:%226212afe1-19c46%22	https://i999bet.net/wp-content/uploads/2022/02/%E6%90%9C%E7%8B%97%E6%88%AA%E5%9B%BE20220221051625-300x159.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221051625-300x159.png	(from https://i999bet.net/)
20:11:22	92148/92148	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2021:10:10%20GMT	https://i999bet.net/lien-he/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/lien-he/index.html	(from https://i999bet.net/)
20:11:22	63125/63125	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Jan%202022%2001:26:50%20GMT	https://dubai86.com/wp-content/uploads/2022/01/dubai-palace-4_result.jpg	C:/Users/vivan/Desktop/projecttrue/dubai86.com/wp-content/uploads/2022/01/dubai-palace-4_result.jpg	(from https://i999bet.net/)
20:11:22	35132/35132	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Jan%202022%2001:27:12%20GMT	https://dubai86.com/wp-content/uploads/2022/01/dubai-palace-6_result.jpg	C:/Users/vivan/Desktop/projecttrue/dubai86.com/wp-content/uploads/2022/01/dubai-palace-6_result.jpg	(from https://i999bet.net/)
20:11:23	89027/89027	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20May%202022%2021:36:08%20GMT	https://i999bet.net/gioi-thieu/dieu-khoan-su-dung/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/gioi-thieu/dieu-khoan-su-dung/index.html	(from https://i999bet.net/)
20:11:23	660021/660021	---M--	200	added ('OK')	image/png	etag:%2262115210-a1235%22	https://i999bet.net/wp-content/uploads/2022/02/c36e2478-f8a3-45a7-aa07-c86fcb9939e9-1024x352.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/c36e2478-f8a3-45a7-aa07-c86fcb9939e9-1024x352.png	(from https://i999bet.net/)
20:11:23	44107/44107	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Jan%202022%2001:28:36%20GMT	https://dubai86.com/wp-content/uploads/2022/01/dubai-palace-5_result-1.jpg	C:/Users/vivan/Desktop/projecttrue/dubai86.com/wp-content/uploads/2022/01/dubai-palace-5_result-1.jpg	(from https://i999bet.net/)
20:11:23	89013/89013	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20May%202022%2020:25:16%20GMT	https://i999bet.net/gioi-thieu/chinh-sach-bao-mat/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/gioi-thieu/chinh-sach-bao-mat/index.html	(from https://i999bet.net/)
20:11:24	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:11:25%20GMT	http://i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221052243-300x158.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221052243-300x158.19.delayed	(from https://i999bet.net/)
20:11:24	88360/88360	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2021:10:30%20GMT	https://i999bet.net/gioi-thieu/trach-nhiem-nguoi-choi/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/gioi-thieu/trach-nhiem-nguoi-choi/index.html	(from https://i999bet.net/)
20:11:25	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:11:26%20GMT	http://i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221052353-300x159.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221052353-300x159.png	(from https://i999bet.net/)
20:11:25	9651/9651	---M--	200	added ('OK')	image/png	etag:%226212b18e-25b3%22	https://i999bet.net/wp-content/uploads/2022/02/%E6%90%9C%E7%8B%97%E6%88%AA%E5%9B%BE20220221052353-300x159.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221052353-300x159.png	(from https://i999bet.net/)
20:11:26	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:11:27%20GMT	http://i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221052517-300x159.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221052517-300x159.1d.delayed	(from https://i999bet.net/)
20:11:26	99707/99707	---M--	200	added ('OK')	image/png	etag:%226212b13e-1857b%22	https://i999bet.net/wp-content/uploads/2022/02/%E6%90%9C%E7%8B%97%E6%88%AA%E5%9B%BE20220221052243-300x158.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221052243-300x158.png	(from https://i999bet.net/)
20:11:27	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:11:29%20GMT	http://i999bet.net/casino/blackjack/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/casino/blackjack/index.html	(from https://i999bet.net/)
20:11:27	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:11:29%20GMT	http://i999bet.net/casino/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/casino/index.html	(from https://i999bet.net/)
20:11:27	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:11:28%20GMT	http://i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221052748-300x159.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221052748-300x159.png	(from https://i999bet.net/)
20:11:28	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:11:29%20GMT	http://i999bet.net/casino/poker/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/casino/poker/index.html	(from https://i999bet.net/)
20:11:28	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:11:29%20GMT	http://i999bet.net/casino/baccarat/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/casino/baccarat/index.html	(from https://i999bet.net/)
20:11:28	53184/53184	---M--	200	added ('OK')	image/png	etag:%226212b1e8-cfc0%22	https://i999bet.net/wp-content/uploads/2022/02/%E6%90%9C%E7%8B%97%E6%88%AA%E5%9B%BE20220221052517-300x159.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221052517-300x159.png	(from https://i999bet.net/)
20:11:28	64171/64171	---M--	200	added ('OK')	image/png	etag:%226212b279-faab%22	https://i999bet.net/wp-content/uploads/2022/02/%E6%90%9C%E7%8B%97%E6%88%AA%E5%9B%BE20220221052748-300x159.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221052748-300x159.png	(from https://i999bet.net/)
20:11:28	7890/7890	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262603089-1ed2%22	https://i999bet.net/wp-content/plugins/wp-rocket/assets/js/lazyload/16.1/lazyload.min.js	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/plugins/wp-rocket/assets/js/lazyload/16.1/lazyload.min.js	(from https://i999bet.net/)
20:11:29	268699/268699	---MCZ	200	added ('OK')	application/javascript	etag:W/%226263e7db-4199b%22	https://i999bet.net/wp-content/cache/min/1/d4fb2fc439d57c2759c4b4c78e051247.js	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/cache/min/1/d4fb2fc439d57c2759c4b4c78e051247.js	(from https://i999bet.net/)
20:11:30	82289/82289	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20May%202022%2013:11:31%20GMT	https://i999bet.net/lost-password/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/lost-password/index.html	(from https://i999bet.net/)
20:11:41	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:11:43%20GMT	http://i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221040835-300x152.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221040835-300x152.png	(from https://i999bet.net/dang-ky/)
20:11:41	26254/26254	---MC-	200	added ('OK')	application/json	date:Mon,%2016%20May%202022%2013:11:43%20GMT	https://i999bet.net/wp-json/wp/v2/pages/29	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-json/wp/v2/pages/29.json	(from https://i999bet.net/dang-ky/)
20:11:43	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:11:44%20GMT	http://i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221040640-135x300.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221040640-135x300.png	(from https://i999bet.net/dang-ky/)
20:11:43	73537/73537	---M--	200	added ('OK')	image/png	etag:%2262129fd9-11f41%22	https://i999bet.net/wp-content/uploads/2022/02/%E6%90%9C%E7%8B%97%E6%88%AA%E5%9B%BE20220221040835-300x152.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221040835-300x152.png	(from https://i999bet.net/dang-ky/)
20:11:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:11:44%20GMT	https://i999bet.net/?p=29	C:/Users/vivan/Desktop/projecttrue/i999bet.net/index9cd7.html	(from https://i999bet.net/dang-ky/)
20:11:44	41265/41265	---M--	200	added ('OK')	image/png	etag:%2262129f76-a131%22	https://i999bet.net/wp-content/uploads/2022/02/%E6%90%9C%E7%8B%97%E6%88%AA%E5%9B%BE20220221040640-135x300.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221040640-135x300.png	(from https://i999bet.net/dang-ky/)
20:11:45	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:11:46%20GMT	http://i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221040022-300x134.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221040022-300x134.png	(from https://i999bet.net/dang-ky/)
20:11:45	73551/73551	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2011:25:30%20GMT	https://dubai86.com/wp-content/uploads/2022/01/Huong-dan-dang-ky-dang-nhap-Dubai-Palace-3.jpg	C:/Users/vivan/Desktop/projecttrue/dubai86.com/wp-content/uploads/2022/01/Huong-dan-dang-ky-dang-nhap-Dubai-Palace-3.jpg	(from https://i999bet.net/dang-ky/)
20:11:46	84440/84440	---M--	200	added ('OK')	image/png	etag:%2262129dfa-149d8%22	https://i999bet.net/wp-content/uploads/2022/02/%E6%90%9C%E7%8B%97%E6%88%AA%E5%9B%BE20220221040022-300x134.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/02/%e6%90%9c%e7%8b%97%e6%88%aa%e5%9b%be20220221040022-300x134.png	(from https://i999bet.net/dang-ky/)
20:11:46	207712/207712	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2011:15:14%20GMT	https://dubai86.com/wp-content/uploads/2022/01/huong-dan-tai-app-Dubai-Casino-1.jpg	C:/Users/vivan/Desktop/projecttrue/dubai86.com/wp-content/uploads/2022/01/huong-dan-tai-app-Dubai-Casino-1.jpg	(from https://i999bet.net/dang-ky/tai-app-i999/)
20:11:58	28180/28180	---MC-	200	added ('OK')	application/json	date:Mon,%2016%20May%202022%2013:11:59%20GMT	https://i999bet.net/wp-json/wp/v2/pages/35	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-json/wp/v2/pages/35.json	(from https://i999bet.net/dang-ky/tai-app-i999/)
20:11:58	230400/230400	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2011:15:15%20GMT	https://dubai86.com/wp-content/uploads/2022/01/huong-dan-tai-app-Dubai-Casino-2.jpg	C:/Users/vivan/Desktop/projecttrue/dubai86.com/wp-content/uploads/2022/01/huong-dan-tai-app-Dubai-Casino-2.jpg	(from https://i999bet.net/dang-ky/tai-app-i999/)
20:11:58	192558/192558	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Jan%202022%2011:15:16%20GMT	https://dubai86.com/wp-content/uploads/2022/01/huong-dan-tai-app-Dubai-Casino-3.jpg	C:/Users/vivan/Desktop/projecttrue/dubai86.com/wp-content/uploads/2022/01/huong-dan-tai-app-Dubai-Casino-3.jpg	(from https://i999bet.net/dang-ky/tai-app-i999/)
20:11:59	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:12:00%20GMT	http://i999bet.net/wp-content/uploads/2022/04/Huong-dan-nap-rut-dubai-palace-300x138.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/Huong-dan-nap-rut-dubai-palace-300x138.30.delayed	(from https://i999bet.net/nap-tien/)
20:12:00	1430010/1430010	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Jan%202022%2011:15:17%20GMT	https://dubai86.com/wp-content/uploads/2022/01/huong-dan-tai-app-Dubai-Casino-4.png	C:/Users/vivan/Desktop/projecttrue/dubai86.com/wp-content/uploads/2022/01/huong-dan-tai-app-Dubai-Casino-4.png	(from https://i999bet.net/dang-ky/tai-app-i999/)
20:12:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:12:02%20GMT	https://i999bet.net/?p=35	C:/Users/vivan/Desktop/projecttrue/i999bet.net/index5c90.html	(from https://i999bet.net/dang-ky/tai-app-i999/)
20:12:00	87104/87104	---M--	200	added ('OK')	image/png	etag:%2262530535-15440%22	https://i999bet.net/wp-content/uploads/2022/04/Huong-dan-nap-rut-dubai-palace-300x138.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/Huong-dan-nap-rut-dubai-palace-300x138.png	(from https://i999bet.net/nap-tien/)
20:12:12	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:12:14%20GMT	http://i999bet.net/wp-content/uploads/2022/04/Huong-dan-nap-rut-dubai-palace-2-300x138.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/Huong-dan-nap-rut-dubai-palace-2-300x138.jpg	(from https://i999bet.net/nap-tien/)
20:12:12	20618/20618	---MC-	200	added ('OK')	application/json	date:Mon,%2016%20May%202022%2013:12:13%20GMT	https://i999bet.net/wp-json/wp/v2/pages/22	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-json/wp/v2/pages/22.json	(from https://i999bet.net/nap-tien/)
